trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,False,"{'a': 0.5, 'e': 0.8360310213470206}",35,-4,-122.15881979009261,"{0: 25, 1: 3, 2: 9, 3: 1, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.8351949903256736}",25,-62,-376.6165825150323,"{0: 58, 1: 6, 2: 16, 3: 0, 4: 7}",0
181,False,"{'a': 0.5, 'e': 0.8343597953353479}",25,-82,-535.1185345087259,"{0: 67, 1: 4, 2: 26, 3: 2, 4: 8}",0
182,False,"{'a': 0.5, 'e': 0.8335254355400126}",35,21,-53.615822800620165,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.8326919101044725}",30,-79,-328.5319985148144,"{0: 82, 1: 8, 2: 8, 3: 5, 4: 6}",0
184,False,"{'a': 0.5, 'e': 0.831859218194368}",20,6,-124.41580339160637,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 2}",1
185,False,"{'a': 0.5, 'e': 0.8310273589761736}",25,10,5.542563508974976,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.8301963316171974}",20,-100,-503.96144824668966,"{0: 78, 1: 5, 2: 26, 3: 5, 4: 6}",0
187,False,"{'a': 0.5, 'e': 0.8293661352855802}",25,-80,-272.1459582651079,"{0: 77, 1: 6, 2: 14, 3: 5, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.8285367691502946}",20,-15,-77.60377514683796,"{0: 26, 1: 0, 2: 8, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.8277082323811443}",25,8,-12.300226000510168,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.8268805241487632}",20,6,-47.55290846374074,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.8260536436246144}",25,-73,-310.9106094540357,"{0: 69, 1: 8, 2: 14, 3: 2, 4: 5}",0
192,False,"{'a': 0.5, 'e': 0.8252275899809898}",20,-62,-330.3532422542495,"{0: 55, 1: 8, 2: 10, 3: 4, 4: 5}",0
193,False,"{'a': 0.5, 'e': 0.8244023623910088}",25,3,-96.13266840575264,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
194,False,"{'a': 0.5, 'e': 0.8235779600286178}",20,-19,-61.741050304635976,"{0: 28, 1: 3, 2: 7, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.8227543820685892}",20,-36,-180.91747736429835,"{0: 40, 1: 3, 2: 9, 3: 1, 4: 3}",0
196,False,"{'a': 0.5, 'e': 0.8219316276865206}",20,-2,-86.61094821573768,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.8211096960588341}",30,15,-25.721338360052286,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.8202885863627752}",25,-52,-355.99608733719697,"{0: 50, 1: 10, 2: 9, 3: 1, 4: 7}",0
199,False,"{'a': 0.5, 'e': 0.8194682977764125}",20,-2,-142.99862060322835,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 3}",0
200,False,"{'a': 0.5, 'e': 0.818648829478636}",20,-11,-83.70782250243607,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.8178301806491574}",20,5,-15.663638196464145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.8170123504685082}",30,-27,-162.91271339929452,"{0: 36, 1: 6, 2: 13, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.8161953381180397}",20,-34,-72.70158896098842,"{0: 43, 1: 2, 2: 7, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.8153791427799216}",25,-22,-226.5114704077324,"{0: 30, 1: 5, 2: 7, 3: 1, 4: 4}",0
205,False,"{'a': 0.5, 'e': 0.8145637636371417}",20,-59,-382.83598246428187,"{0: 53, 1: 4, 2: 12, 3: 4, 4: 6}",0
206,False,"{'a': 0.5, 'e': 0.8137491998735046}",20,-1,-41.69591419523745,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.812935450673631}",25,-1,-154.27107431300422,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 3}",1
208,False,"{'a': 0.5, 'e': 0.8121225152229574}",25,-27,-149.30608496523593,"{0: 36, 1: 3, 2: 11, 3: 0, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.8113103927077344}",20,-100,-323.91181163155767,"{0: 83, 1: 8, 2: 22, 3: 4, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.8104990823150267}",25,-100,-333.3928715708967,"{0: 86, 1: 11, 2: 20, 3: 5, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.8096885832327116}",35,-7,-139.0104714622771,"{0: 27, 1: 3, 2: 9, 3: 2, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.8088788946494789}",20,-47,-281.4451356054312,"{0: 45, 1: 2, 2: 13, 3: 3, 4: 4}",0
213,False,"{'a': 0.5, 'e': 0.8080700157548294}",30,2,-73.39483249597633,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.8072619457390746}",25,12,-46.366491191346476,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.8064546837933355}",20,-13,-115.91593504858153,"{0: 22, 1: 4, 2: 3, 3: 3, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.8056482291095421}",25,-4,-128.0501019132272,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.8048425808804326}",25,-13,-100.61228831581268,"{0: 24, 1: 6, 2: 5, 3: 3, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.8040377382995522}",20,-8,-125.10748579819796,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.8032337005612527}",20,-27,-181.52670770009308,"{0: 33, 1: 3, 2: 6, 3: 2, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.8024304668606914}",25,-66,-316.50910696224804,"{0: 63, 1: 7, 2: 15, 3: 0, 4: 6}",0
221,False,"{'a': 0.5, 'e': 0.8016280363938307}",20,-2,-66.61606612730367,"{0: 15, 1: 4, 2: 1, 3: 1, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.8008264083574369}",20,-60,-383.4509945408681,"{0: 50, 1: 7, 2: 16, 3: 1, 4: 6}",0
223,False,"{'a': 0.5, 'e': 0.8000255819490795}",20,-25,-170.06666241322657,"{0: 31, 1: 6, 2: 3, 3: 2, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.7992255563671304}",25,-48,-421.7909233647619,"{0: 41, 1: 7, 2: 17, 3: 2, 4: 6}",0
225,False,"{'a': 0.5, 'e': 0.7984263308107633}",20,-24,-164.69803483841332,"{0: 28, 1: 6, 2: 6, 3: 2, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.7976279044799526}",20,-7,-56.180122191088095,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.7968302765754727}",20,-24,-100.55018444971935,"{0: 32, 1: 5, 2: 5, 3: 0, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.7960334462988972}",20,0,-62.41955046190639,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.7952374128525983}",20,-65,-481.8631751397584,"{0: 59, 1: 3, 2: 11, 3: 2, 4: 10}",0
230,False,"{'a': 0.5, 'e': 0.7944421754397457}",35,-40,-276.23974165794914,"{0: 50, 1: 2, 2: 17, 3: 3, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.7936477332643059}",25,8,-2.4016741991442254,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.7928540855310416}",30,-100,-590.1565064934769,"{0: 84, 1: 9, 2: 25, 3: 3, 4: 9}",0
233,False,"{'a': 0.5, 'e': 0.7920612314455105}",25,-55,-263.9635759000592,"{0: 50, 1: 7, 2: 19, 3: 2, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.7912691702140651}",20,6,-1.5752903471023165,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.790477901043851}",20,-15,-65.08096822951973,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.7896874231428072}",30,10,-120.73976951093509,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.7888977357196644}",20,-52,-188.71911807152094,"{0: 52, 1: 5, 2: 9, 3: 4, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.7881088379839447}",25,-61,-366.5111038697472,"{0: 58, 1: 4, 2: 15, 3: 4, 4: 5}",0
239,False,"{'a': 0.5, 'e': 0.7873207291459607}",25,-17,-42.47286941780364,"{0: 33, 1: 2, 2: 6, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.7865334084168147}",20,-49,-200.4726639292651,"{0: 50, 1: 4, 2: 10, 3: 2, 4: 3}",0
241,False,"{'a': 0.5, 'e': 0.7857468750083979}",20,-100,-396.4848963813481,"{0: 84, 1: 13, 2: 11, 3: 6, 4: 6}",0
242,False,"{'a': 0.5, 'e': 0.7849611281333895}",25,3,-33.73595812226704,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.784176167005256}",25,-16,-170.20164819399997,"{0: 28, 1: 3, 2: 6, 3: 1, 4: 3}",0
244,False,"{'a': 0.5, 'e': 0.7833919908382508}",20,-17,-166.18192294746868,"{0: 23, 1: 7, 2: 3, 3: 1, 4: 3}",0
245,False,"{'a': 0.5, 'e': 0.7826085988474126}",25,-100,-611.5396729979112,"{0: 82, 1: 8, 2: 21, 3: 4, 4: 10}",0
246,False,"{'a': 0.5, 'e': 0.7818259902485653}",25,-10,-81.30894310341935,"{0: 21, 1: 5, 2: 9, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.7810441642583167}",20,12,-32.07954846054498,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.7802631200940584}",30,20,-29.671345724465993,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.7794828569739644}",20,-38,-183.6837443607354,"{0: 40, 1: 6, 2: 6, 3: 4, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.7787033741169904}",25,-19,-121.18191399623817,"{0: 35, 1: 1, 2: 5, 3: 0, 4: 3}",0
251,False,"{'a': 0.5, 'e': 0.7779246707428734}",20,8,-30.98930782682278,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.7771467460721305}",20,-100,-660.5297382957341,"{0: 76, 1: 10, 2: 17, 3: 6, 4: 11}",0
253,False,"{'a': 0.5, 'e': 0.7763695993260584}",20,-12,-91.91113742584001,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.7755932297267324}",20,8,-19.069599708847488,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.7748176364970056}",25,10,-26.2997739151443,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.7740428188605086}",20,-24,-73.5972139740432,"{0: 34, 1: 1, 2: 7, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.7732687760416481}",25,-16,-103.10857193066842,"{0: 29, 1: 7, 2: 3, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.7724955072656065}",25,-8,-155.112728973741,"{0: 22, 1: 1, 2: 5, 3: 3, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.7717230117583408}",20,-74,-349.1342224491259,"{0: 63, 1: 7, 2: 18, 3: 1, 4: 5}",0
260,False,"{'a': 0.5, 'e': 0.7709512887465825}",20,-13,-54.20714301733597,"{0: 23, 1: 2, 2: 8, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.7701803374578359}",30,14,3.8067479684521777,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.7694101571203781}",30,-43,-440.6978563711942,"{0: 47, 1: 4, 2: 12, 3: 1, 4: 9}",0
263,False,"{'a': 0.5, 'e': 0.7686407469632577}",25,13,5.204272903044103,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.7678721062162944}",30,5,-183.4974169957586,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",1
265,False,"{'a': 0.5, 'e': 0.7671042341100781}",20,-13,-89.52967521494882,"{0: 21, 1: 3, 2: 7, 3: 2, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.766337129875968}",30,-60,-270.7996293228244,"{0: 66, 1: 3, 2: 14, 3: 3, 4: 4}",0
267,False,"{'a': 0.5, 'e': 0.7655707927460921}",20,-74,-370.08741340165983,"{0: 63, 1: 8, 2: 14, 3: 3, 4: 6}",0
268,False,"{'a': 0.5, 'e': 0.764805221953346}",20,-30,-129.81186539268785,"{0: 36, 1: 4, 2: 6, 3: 2, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.7640404167313927}",30,-55,-176.953573689924,"{0: 61, 1: 9, 2: 9, 3: 5, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.7632763763146613}",20,5,-16.168238071755766,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.7625130999383466}",25,4,-39.30323732104626,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.7617505868384082}",20,2,-94.56362464300864,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
273,False,"{'a': 0.5, 'e': 0.7609888362515699}",25,7,-56.727198000495825,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.7602278474153183}",20,-25,-80.15770135341518,"{0: 34, 1: 3, 2: 6, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.759467619567903}",20,-29,-176.14860828049393,"{0: 36, 1: 5, 2: 3, 3: 1, 4: 4}",0
276,False,"{'a': 0.5, 'e': 0.7587081519483351}",20,-67,-345.55613769546744,"{0: 60, 1: 4, 2: 13, 3: 5, 4: 5}",0
277,False,"{'a': 0.5, 'e': 0.7579494437963867}",30,-17,-27.729848794115394,"{0: 38, 1: 5, 2: 3, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.7571914943525904}",25,-8,-165.0797757873547,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 4}",0
279,False,"{'a': 0.5, 'e': 0.7564343028582378}",30,0,-72.9576402489052,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",1
280,False,"{'a': 0.5, 'e': 0.7556778685553796}",20,11,3.347141743160911,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.7549221906868242}",20,-64,-236.2847289403454,"{0: 61, 1: 4, 2: 13, 3: 3, 4: 3}",0
282,False,"{'a': 0.5, 'e': 0.7541672684961374}",35,-31,-253.73201517180453,"{0: 38, 1: 9, 2: 15, 3: 2, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.7534131012276413}",30,-27,-258.554863760282,"{0: 39, 1: 1, 2: 11, 3: 2, 4: 4}",0
284,False,"{'a': 0.5, 'e': 0.7526596881264136}",20,-13,-18.229636931344853,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.7519070284382872}",20,-11,-73.51168286583666,"{0: 20, 1: 4, 2: 5, 3: 2, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.7511551214098489}",25,-15,-53.2470573722694,"{0: 31, 1: 1, 2: 6, 3: 2, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.750403966288439}",25,-20,-159.52862154525454,"{0: 34, 1: 1, 2: 5, 3: 2, 4: 3}",0
288,False,"{'a': 0.5, 'e': 0.7496535623221505}",20,-15,-57.65949128718762,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.7489039087598284}",30,-31,-180.22763609649857,"{0: 43, 1: 2, 2: 12, 3: 2, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.7481550048510686}",25,13,11.49588975896938,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.7474068498462175}",25,-11,-84.35082648005968,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.7466594429963713}",25,1,-55.236567184054735,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.745912783553375}",25,-37,-270.3829616359791,"{0: 41, 1: 5, 2: 11, 3: 0, 4: 5}",0
294,False,"{'a': 0.5, 'e': 0.7451668707698216}",20,-41,-222.5820335907173,"{0: 44, 1: 3, 2: 8, 3: 2, 4: 4}",0
295,False,"{'a': 0.5, 'e': 0.7444217038990517}",20,-5,-130.7485883019885,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
296,False,"{'a': 0.5, 'e': 0.7436772821951526}",30,-85,-310.35510694530217,"{0: 81, 1: 9, 2: 20, 3: 0, 4: 5}",0
297,False,"{'a': 0.5, 'e': 0.7429336049129575}",20,-24,-40.903329175784144,"{0: 36, 1: 2, 2: 3, 3: 3, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.7421906713080445}",20,-59,-376.0502572379754,"{0: 56, 1: 4, 2: 8, 3: 4, 4: 7}",0
299,False,"{'a': 0.5, 'e': 0.7414484806367364}",30,2,-179.7486817624469,"{0: 16, 1: 3, 2: 3, 3: 4, 4: 2}",1
300,False,"{'a': 0.5, 'e': 0.7407070321560997}",30,14,-38.398869669433424,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.7399663251239436}",25,7,-30.716205661201997,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.7392263587988196}",20,-14,-111.6493734466347,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.7384871324400207}",25,-2,-129.52729597194477,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 3}",0
304,False,"{'a': 0.5, 'e': 0.7377486453075807}",35,-11,-213.42708488833495,"{0: 29, 1: 3, 2: 10, 3: 1, 4: 3}",0
305,False,"{'a': 0.5, 'e': 0.737010896662273}",20,5,-79.56323218353612,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.7362738857656108}",20,0,-54.44374962484815,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.7355376118798452}",30,-57,-196.25428214737656,"{0: 65, 1: 7, 2: 9, 3: 3, 4: 3}",0
308,False,"{'a': 0.5, 'e': 0.7348020742679654}",25,-1,-60.196798204760526,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.7340672721936974}",25,-13,-136.32852953412106,"{0: 26, 1: 2, 2: 7, 3: 1, 4: 2}",0
310,False,"{'a': 0.5, 'e': 0.7333332049215037}",20,14,-2.241822357009679,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.7325998717165821}",20,6,-52.09932178322465,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.7318672718448656}",20,-6,-113.87360242922975,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.7311354045730207}",20,-41,-150.66962878846832,"{0: 42, 1: 8, 2: 6, 3: 4, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.7304042691684477}",20,-25,-235.3570400857938,"{0: 30, 1: 1, 2: 7, 3: 4, 4: 3}",0
315,False,"{'a': 0.5, 'e': 0.7296738648992792}",20,-60,-256.5690592491993,"{0: 54, 1: 7, 2: 15, 3: 0, 4: 4}",0
316,False,"{'a': 0.5, 'e': 0.7289441910343799}",20,-37,-64.13869720055953,"{0: 42, 1: 4, 2: 10, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.7282152468433455}",20,-52,-122.06421318149889,"{0: 50, 1: 9, 2: 11, 3: 2, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.7274870315965022}",30,-20,-98.8502797761573,"{0: 40, 1: 2, 2: 5, 3: 1, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.7267595445649057}",30,0,-55.23351193612582,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.7260327850203407}",25,-100,-371.3974163733956,"{0: 87, 1: 13, 2: 16, 3: 4, 4: 5}",0
321,False,"{'a': 0.5, 'e': 0.7253067522353204}",30,16,-105.76733625160051,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
322,False,"{'a': 0.5, 'e': 0.724581445483085}",30,2,-63.115670500302414,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.723856864037602}",20,11,-23.187112140181405,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.7231330071735643}",25,6,-64.31969476845906,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.7224098741663908}",25,0,-129.96199562387196,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",1
326,False,"{'a': 0.5, 'e': 0.7216874642922244}",20,-24,-219.32127155363344,"{0: 26, 1: 4, 2: 10, 3: 1, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.7209657768279322}",25,14,-52.79773782801081,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.7202448110511043}",25,-10,-124.42138960581481,"{0: 24, 1: 1, 2: 8, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.7195245662400531}",20,-64,-348.7140697189563,"{0: 47, 1: 11, 2: 21, 3: 2, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.7188050416738131}",20,-6,-130.45890213843862,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.7180862366321393}",20,-15,-292.50882813106625,"{0: 19, 1: 4, 2: 4, 3: 3, 4: 5}",0
332,False,"{'a': 0.5, 'e': 0.7173681503955072}",35,12,-129.1021582327919,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 3}",1
333,False,"{'a': 0.5, 'e': 0.7166507822451117}",25,-14,-75.09013720105291,"{0: 31, 1: 2, 2: 4, 3: 0, 4: 2}",0
334,False,"{'a': 0.5, 'e': 0.7159341314628666}",20,-7,-58.372440609013964,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.7152181973314037}",30,10,18.853316003343487,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.7145029791340722}",20,-14,-80.86532667997626,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.7137884761549381}",20,-42,-233.58710650418593,"{0: 41, 1: 7, 2: 10, 3: 0, 4: 4}",0
338,False,"{'a': 0.5, 'e': 0.7130746876787832}",20,5,5.853178663840654,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.7123616129911045}",20,15,9.466196233120083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.7116492513781133}",20,-9,-35.60169118099318,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.7109376021267352}",25,-24,-81.48667106746024,"{0: 39, 1: 2, 2: 4, 3: 3, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.7102266645246085}",30,-78,-206.00651604225817,"{0: 85, 1: 8, 2: 10, 3: 0, 4: 5}",0
343,False,"{'a': 0.5, 'e': 0.7095164378600839}",25,-46,-141.17797193855912,"{0: 53, 1: 3, 2: 11, 3: 3, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.7088069214222238}",25,12,-36.41470417387447,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.7080981145008015}",20,5,-81.08932829280583,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
346,False,"{'a': 0.5, 'e': 0.7073900163863007}",25,-5,-205.0377200251095,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 4}",0
347,False,"{'a': 0.5, 'e': 0.7066826263699144}",20,-35,-138.12471157983606,"{0: 36, 1: 7, 2: 10, 3: 1, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.7059759437435444}",30,-6,-60.19025687994775,"{0: 26, 1: 1, 2: 8, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.7052699677998009}",25,3,-60.42355701420712,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.704564697832001}",30,-20,18.084308341999943,"{0: 42, 1: 4, 2: 4, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.7038601331341691}",25,2,-137.52457869023448,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 3}",1
352,False,"{'a': 0.5, 'e': 0.7031562730010349}",25,-33,-149.68019129912523,"{0: 42, 1: 5, 2: 7, 3: 2, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.7024531167280339}",20,-32,-217.56284594937514,"{0: 34, 1: 5, 2: 9, 3: 0, 4: 4}",0
354,False,"{'a': 0.5, 'e': 0.7017506636113059}",25,-1,-59.47706510547126,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.7010489129476946}",25,-12,-40.4308425675914,"{0: 26, 1: 4, 2: 7, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.7003478640347469}",20,-42,-97.01877282541189,"{0: 46, 1: 4, 2: 9, 3: 3, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.6996475161707122}",25,11,-19.046427577190023,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.6989478686545415}",20,-24,-123.84601873734707,"{0: 34, 1: 1, 2: 6, 3: 0, 4: 3}",0
359,False,"{'a': 0.5, 'e': 0.698248920785887}",25,7,-164.04913168111594,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 3}",1
360,False,"{'a': 0.5, 'e': 0.6975506718651011}",30,-10,-50.535072091656374,"{0: 33, 1: 2, 2: 3, 3: 1, 4: 1}",0
